dataset,split,text,label,multilabel
b,train,"The disgusting Leftist Media had to use ""anonymous sources"" in an attempt to bring Trump down while Joe Biden calls American Soldiers - ""Stupid Bastards"" - Joe Biden is a disgusting vile sick individual [NEWLINE][NEWLINE]#StupidBastards [NEWLINE][NEWLINE]#Trump2020 #Biden #BidenHarris2020 http",1,
b,train,"@user @user Sad that in America we can no longer trust the post office, the press or our elected State and Federal officials especially Congress[NEWLINE][NEWLINE]But I trust our great President Trump [NEWLINE][NEWLINE]#MAGA2020 #Trump2020",0,
b,train,"@user @user @user Thank you Barack for your encouraging words.  I do congratulate Joe Biden, Kamala Harris for their effort.  And all the Americans who voted.",0,
b,train,Just waiting on Kim and Putin to complete the trifecta! http,0,
b,train,#BidenHarris2020 cause the Trump supporters just don't care about anyone or anything http http,0,
b,train,Facebook approves of Nazi-ism but does not condone love.[NEWLINE][NEWLINE]Holy crap I’m angry about this![NEWLINE][NEWLINE]🤬F*ck Facebook🤬[NEWLINE][NEWLINE]#Biden2020 [NEWLINE]#ProudBoys http,1,
b,train,"@user @user Democrats had a great opportunity to select Tulsi Gabbard as the presidential candidate and she owned Kamala Harris in democrats debate.[NEWLINE]I guess she was ""too real"" for the DNC which led to her name smearing.[NEWLINE]Instead they chose the stooge named Joe who is missing a ""k"" in his name",0,
b,train,"@user I don't understand why you are supporting Joe Biden - 47 year racist politician, who supported segregation 1960s, referred to blacks as ""Super Predators"".[NEWLINE]Kamala Harris - Jamaican &amp; India heritage, family 1 of Jamaica's largest traders of slaves.[NEWLINE]#RappersForTrump",0,
b,train,I wish death upon 45th President of the United States of America Donald J. Trump. He really deserves to die honestly. #trump2020 #covidhurryup #MAGA #CovidTrump  #COVIDMAGA,1,
b,train,"@user I never thought i would see the day that I'm excited about a presidential debate,  but today is that date! #trump2020",0,
b,train,I’m truly scared that Joe Biden will be deemed unfit to run as President and Kamala Harris will become President. And i’m afraid she will not make many friends with other countries leaders.,0,
b,train,Check out Kelly Manno😎's video! #TikTok #BidenHarris2020 #AmericaNeedsBiden  http,0,
b,train,"Breaking: @user is now pushing for invoking 25th Amendment to remove Trump from power.[NEWLINE][NEWLINE]The question is, will the GOP get on board, or are they still loyal to their orange stained Emperor Covidicus?",1,
b,train,@user @user @user @user You silly nelly queen.  Nothing is coming except President Joe Biden and Vice President Kamala Harris.  Don the Con lost.,1,
b,train,"Rudy Giuliani Is My Father. Please, Everyone, Vote for Joe Biden and Kamala Harris. http via @user Outstanding read👏🏼😷",0,
b,train,this is just.... ugh. SHAME ON HIM FOREVER. for all of it.[NEWLINE][NEWLINE]#VOTE #BidenHarris2020 http,0,
b,train,"If Trump is healthy enough to do a town hall, he's healthy enough to debate.[NEWLINE][NEWLINE]He doesn't want to debate because he got the shit kicked out of him last time. EOS",0,
b,train,@user @user Too late for masks! She is dead already! #vote #BidenHarris2020,0,
b,train,"@user What about this:[NEWLINE][NEWLINE]Joe Biden 1/20/2021 - 1/22/2023[NEWLINE]Kamala Harris 1/22/2023 - 1/20/2025[NEWLINE][NEWLINE]Kamala Harris 2024 and 2028[NEWLINE][NEWLINE]Just to have the most continuity ... 1 year 366 days Biden and then 9 years 364 Harris.[NEWLINE][NEWLINE]If I understand your constitution right, that's possible.",0,
b,train,New iPhone? Starbucks holiday drinks? Joe Biden and Kamala? All in one day? This is my peak 🥺🥺 #Elections2020,0,
b,train,"👍documentary that details a fascinating and complex man, and also exposes the dark side of the US-Saudi relationship. Riveting, infuriating- of note, many of us in the IC were horrified at Saudi behavior. Jared, Trump, and Congress let them off the hook. http",0,
b,train,"Sadly, for the country, #Trump ‘s sheep (which is in reality a CULT) are too stupid to be shamed with any video that tells the true story of Trump &amp; his sheep! #TrumpsSheep #TrumpLied200KAmericansdied #MAGA / #MAGA2020 - NOT #ConspiracyTrump The CDC",0,
b,train,"I'm listening to the man who needs to win in November.[NEWLINE][NEWLINE]Joe sounds, acts and is presidential.[NEWLINE][NEWLINE]Kick the imposter out of The White House.[NEWLINE][NEWLINE]#BidenHarris2020 [NEWLINE]#TrumpLiesAmericansDie",0,
b,train,He’s infected others. Don’t be a dickhead. Wear a mask. Wash your hands. Vote for #BidenHarris2020 http,1,
b,train,"Oh, to the hell with what is politically correct. VP Joe Biden/Kamala Harris Have Won Our Presidential Election Period.  ""Get Use To It"" @user You Lost The Election Big Time!",0,
b,train,@user NO they are admitting they went to #Ukraine and got fake info from Russia they are desperate and F up bigly  @user Admitting A president went to a foreign country taking the word of Russia #Ukraine  to undermine our election  ( THAT MEANS  ) democrat's were right http,1,
b,train,"@user Are you not already home Joe?  We the People are voting and will make sure you stay there.  Sorry, we will not elect Kamala President.",0,
b,train,trump is holding stimulus shit hostage in order to benefit himself. this is how you know that WE THE PEOPLE are in trouble. he only cares about power and status. #VOTEBLUE #BidenHarris2020,0,
b,train,.@RowdyRebel0432  Loves President Donald Trump So Much He Is Starting Over.  #PatriotsUnite Rev Up Your Engines!  You Know What To Do!  IFB 😉 #VoteRedToSaveAmerica2020 #Trump2020 [NEWLINE]#ConservativesCensored #MAGA Together ❤️ &amp;✌️ http,0,
b,train,"Cher is coming sez Biden campaign.[NEWLINE]This weekend, award-winning singer and actress Cher will travel to Nevada and Arizona to campaign on behalf of Joe Biden and Kamala Harris. On Saturday, Oct. 24 she will travel to Las Vegas and on Sunday, Oct. 25 she will travel to Phoenix.",0,
b,train,"@user I just heard this: “I’m the president of the United States, not the president of the people who agree with me.” Damn shame it was on a tv show. #BidenHarris2020 @user @user @user @user @user",0,
b,train,"Former US Politician Who Called Coronavirus A HOAX Dies Of Covid-19[NEWLINE][NEWLINE]#COVIDIOTS[NEWLINE][NEWLINE]Former #Nashville councillor #TonyTenpenny, 57, died as a result of complications relating to Covid-19 over the weekend.[NEWLINE][NEWLINE]#MOG[NEWLINE]#Texas[NEWLINE]#BidenHarris2020 [NEWLINE] http",1,
b,train,"Dwayne 'The Rock' Johnson endorses Joe Biden, Kamala Harris – his first public political backing | Fox News #BidenHarris2020 #VoteBlueDownBallot  http",0,
b,train,"The year 2020 has been a blur, fortunately with LASIK your vision doesn’t have to be![NEWLINE][NEWLINE]What hobby or activity would you like to do without the need of glasses or contacts?[NEWLINE]👇🏻👇🏼👇🏽👇🏾👇🏿[NEWLINE][NEWLINE]#seelifeclearly #lifewithoutlimits #refractivesurgery #lasik #2020vision #contacts #glasses http",0,
b,train,@user @user @user Medical treatments for nationals of US should be free just like for those in Britain #learnfromuk #UK #BidenHarris2020,0,
b,train,@user VOTE HIM OUT![NEWLINE]VOTE HIM OUT![NEWLINE]VOTE HIM OUT![NEWLINE]The people are speaking! #BidenHarris2020,0,
b,train,Just like to congratulate Kamala Harris on becoming first female president because let’s be honest sleepy Joe ain’t lasting 6months. We going a to have a Jamaican running the world bomboclaart 😆 #BidenHarris2020 #trump2020,1,
b,train,Amy Coney Barrett’s First Votes Could Throw the Election to Trump #SmartNews [NEWLINE][NEWLINE]Not if we vote in big enough numbers that Joe and Kamala win in a blow out!  http,0,
b,train,"@user PLEASE! Like he needs them going up against a brain dead candidate like Joe Biden. Biden will melt down, stutter, stammer and gaffe and you and your MSM pals will still declare him the winner. [NEWLINE][NEWLINE]#Trump2020 #FakeNews",1,
b,train,@user @user I don’t trust them or that.  Sorry! [NEWLINE]#VoteBlueToEndThisNightmare [NEWLINE]#VoteBidenHarris2020[NEWLINE]#RBGRevolution,0,
b,train,"@user @user The momentum is building for TRUMP.[NEWLINE]Don't hold back, show support 4 Trump[NEWLINE]We are saving the World,Planet with this one vote.[NEWLINE]Say YES #TRUMP2020 at the Polls. #VoteTrump2020 [NEWLINE]You r part of changing  HISTORY of our Planet forever.[NEWLINE]Highest Excitement ,Highest Joy, Highest Experience",0,
b,train,"Joe Biden and Kamala Harris are going to need all of our prayers, and patience.[NEWLINE]They are inheriting an absolute nightmare that, has to be rebuilt from the bottom up.[NEWLINE]It's so bad that, most of it won't get done.",0,
b,train,Just a reminder that Trump fired the US pandemic response team in 2018,0,
b,train,@user @user GLOVES OFF!!! NEGATIVE ADS MUST GO BACK ON. DOUBLE DOWN WITH NEW AD ABOUT THE CRIMINAL NEGLIGENCE OF THE TRUMP ADMINISTRATION THIS PAST WEEK...&amp; YEAR!!! [NEWLINE][NEWLINE]TIME TO FIGHT FIRE WITH FIRE!!![NEWLINE][NEWLINE]LETS CLOSE THE DEAL &amp; RESTORE ORDER!![NEWLINE][NEWLINE]#BidenHarris #BidenHarris2020 http,0,
b,train,"@user There used to be 3 on my street. Now there is only one. Also, another neighbor added a #blm and #BidenHarris2020 sign to their yard so I’m not alone anymore!  Love it!",0,
b,train,@user @user @user @user Agreed! Me too. The Dems left me in 2016. #Trump2020,0,
b,train,@user received your book today. Ordered before you were talking about signings. Love your show! Love your grit! #Trump2020 #MAGA #AmericaFirst #InGodWeTrust #SilentNoMore #SaveTheUSA,0,
b,train,@user @user @user @user @user @user i have sense and logic. this isn’t about trump. it’s about waking up and not being sheep to the mainstream media that has brainwashed people. Joe and Kamala are corrupt politicians. they’re leftists who use black people for a vote and then forget about them. you’ll see.,1,
b,train,Man I wish trump was right about how socialist Kamala Harris and Joe Biden are.,0,
b,train,This not parody. This is actually the Trump campaign’s homepage. A juvenile homicidal sicko who has shamed America to depths from which we may never recover. All we can do is make sure he is voted out and hope we can rebuild. http,1,
b,train,You cant not stop what is coming. @user @user #BurismaBiden #BurismaBribedBiden #Biden http,0,
b,train,"@user So, wait - is *everyone* getting the full suit? [NEWLINE][NEWLINE]Cause I want to stunt on these heauxs #BidenHarris2020-style, too...",0,
b,train,"Has anyone else noticed how trump refers to Senator Hillary Clinton, as ""crooked Hillary"", Former Vice President Biden as ""sleepy Joe"" &amp; Senator Kamala Harris as a ""monster""? Classy huh? Very ""Presidential""... hmm...",0,
b,train,Now is the time for #BidenHarris2020 to dominate the news! [NEWLINE][NEWLINE]I hope they are both out there every day talking about all the issues that matter to the American people [NEWLINE][NEWLINE]#AmericaNeedsBiden #VoteBidenHarris2020 #FreshTweets http,0,
b,train,@user Donald Trump suffers from dain bramage. http,0,
b,train,@user Hope the #VoteBlue2020,0,
b,train,@user You knew it would be right after president Kamala and Joe were elected.,0,
b,train,@user @user #Plagiarizers gonna #Plagiarize[NEWLINE]#Plagiarism[NEWLINE]#BidenHarris2020 [NEWLINE][NEWLINE]#Trump2020LandslideVictory,0,
b,train,Sure did...#GOPSuperSpreaders #GOPCorruptionOverCountry #GOPDeathCult #TrumpCrimeFamily #WearADamnMask #200KDeadAmericans #BidenHarris2020 #VOTE #VoteBlue2020 http,1,
b,train,@user @user He had 4 years... and NOTHING! #VoteBlue2020 http,0,
b,train,@user Take my energy! #BidenHarris2020,0,
b,train,"Hey fellow LOVELY #VoteBlue2020 Texans, early voting is from Oct 13-30.[NEWLINE][NEWLINE]@GovAbbott is trying to SUPPRESS our vote.[NEWLINE][NEWLINE]Vote early and in Person and let's show the @user and @user that they won't STEAL this election.[NEWLINE][NEWLINE]#VoterSuppression[NEWLINE]#TrumpHasCovid http",0,
b,train,Can you believe this? #TrumpCovid #Trump2020 http,0,
b,train,"@user @user @user @user @user Gotcha. Trump is fooling you bud. I’m sorry. He doesn’t give a damn about you, or any ordinary American. He could care less. Why can’t he just understand that the economy won’t come roaring back if COVID is contained?",0,
b,train,leaked image of donald trump[NEWLINE][NEWLINE]#TrumpIsALaughingStock[NEWLINE]#Trump2020 http,0,
b,train,@user @user @user @user @user @user @user @user Best of luck!  Hope your opinion holds fast after tonight's debate!  The President appreciates some good competition.[NEWLINE][NEWLINE]#Trump2020,0,
b,train,@user They are cheating on social media! http,0,
b,train,@user @user Mr. President- you were right!! We all knew it but thank you for being steadfast! Best President EVER!! #Trump2020 #Trump2020LandslideVictory 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,0,
